index,group,color_th,color_en,hue_range_start_deg,hue_range_end_deg,h_deg,s,v,hex,r,g,b,method
5382,rainbow,น้ำเงิน,blue,200,260,236.522,0.85,0.85,#212BD9,33,43,217,HSV grid sampling
5383,rainbow,น้ำเงิน,blue,200,260,249.565,0.4,0.45,#4C4573,76,69,115,HSV grid sampling
5384,rainbow,น้ำเงิน,blue,200,260,218.261,0.55,0.45,#344B73,52,75,115,HSV grid sampling
5385,rainbow,น้ำเงิน,blue,200,260,246.957,0.4,0.45,#4A4573,74,69,115,HSV grid sampling
5386,rainbow,น้ำเงิน,blue,200,260,218.261,0.25,0.35,#434B59,67,75,89,HSV grid sampling
5387,rainbow,น้ำเงิน,blue,200,260,249.565,0.55,0.55,#4B3F8C,75,63,140,HSV grid sampling
5388,rainbow,น้ำเงิน,blue,200,260,207.826,0.7,0.45,#224D73,34,77,115,HSV grid sampling
5389,rainbow,น้ำเงิน,blue,200,260,239.13,0.4,0.45,#454673,69,70,115,HSV grid sampling
5390,rainbow,น้ำเงิน,blue,200,260,246.957,0.85,0.85,#3621D9,54,33,217,HSV grid sampling
5391,rainbow,น้ำเงิน,blue,200,260,257.391,0.7,0.65,#5332A6,83,50,166,HSV grid sampling
5392,rainbow,น้ำเงิน,blue,200,260,244.348,0.4,0.45,#484573,72,69,115,HSV grid sampling
5393,rainbow,น้ำเงิน,blue,200,260,246.957,0.55,0.55,#483F8C,72,63,140,HSV grid sampling
5394,rainbow,น้ำเงิน,blue,200,260,200,0.4,0.35,#364D59,54,77,89,HSV grid sampling
5395,rainbow,น้ำเงิน,blue,200,260,220.87,0.25,0.35,#434A59,67,74,89,HSV grid sampling
5396,rainbow,น้ำเงิน,blue,200,260,202.609,0.85,0.45,#114E73,17,78,115,HSV grid sampling
5397,rainbow,น้ำเงิน,blue,200,260,241.739,0.4,0.45,#464573,70,69,115,HSV grid sampling
5398,rainbow,น้ำเงิน,blue,200,260,233.913,0.7,0.65,#323DA6,50,61,166,HSV grid sampling
5399,rainbow,น้ำเงิน,blue,200,260,244.348,0.55,0.55,#453F8C,69,63,140,HSV grid sampling
5400,rainbow,น้ำเงิน,blue,200,260,223.478,0.25,0.35,#434959,67,73,89,HSV grid sampling
5401,rainbow,น้ำเงิน,blue,200,260,244.348,0.85,0.85,#2E21D9,46,33,217,HSV grid sampling
5402,rainbow,น้ำเงิน,blue,200,260,202.609,0.4,0.35,#364C59,54,76,89,HSV grid sampling
5403,rainbow,น้ำเงิน,blue,200,260,254.783,0.7,0.65,#4E32A6,78,50,166,HSV grid sampling
5404,rainbow,น้ำเงิน,blue,200,260,223.478,0.7,0.55,#2A458C,42,69,140,HSV grid sampling
5405,rainbow,น้ำเงิน,blue,200,260,223.478,0.85,0.65,#1940A6,25,64,166,HSV grid sampling
5406,rainbow,น้ำเงิน,blue,200,260,239.13,0.55,0.55,#3F408C,63,64,140,HSV grid sampling
5407,rainbow,น้ำเงิน,blue,200,260,220.87,0.55,0.45,#344873,52,72,115,HSV grid sampling
5408,rainbow,น้ำเงิน,blue,200,260,241.739,0.55,0.55,#413F8C,65,63,140,HSV grid sampling
5409,rainbow,น้ำเงิน,blue,200,260,226.087,0.25,0.35,#434859,67,72,89,HSV grid sampling
5410,rainbow,น้ำเงิน,blue,200,260,239.13,0.85,0.85,#2123D9,33,35,217,HSV grid sampling
5411,rainbow,น้ำเงิน,blue,200,260,241.739,0.85,0.85,#2621D9,38,33,217,HSV grid sampling
5412,rainbow,น้ำเงิน,blue,200,260,260,0.85,0.75,#531DBF,83,29,191,HSV grid sampling
5413,rainbow,น้ำเงิน,blue,200,260,231.304,0.85,0.75,#1D34BF,29,52,191,HSV grid sampling
5414,rainbow,น้ำเงิน,blue,200,260,210.435,0.7,0.45,#224A73,34,74,115,HSV grid sampling
5415,rainbow,น้ำเงิน,blue,200,260,252.174,0.7,0.65,#4932A6,73,50,166,HSV grid sampling
5416,rainbow,น้ำเงิน,blue,200,260,228.696,0.25,0.35,#434759,67,71,89,HSV grid sampling
5417,rainbow,น้ำเงิน,blue,200,260,205.217,0.4,0.35,#364A59,54,74,89,HSV grid sampling
5418,rainbow,น้ำเงิน,blue,200,260,215.652,0.85,0.55,#15458C,21,69,140,HSV grid sampling
5419,rainbow,น้ำเงิน,blue,200,260,231.304,0.25,0.35,#434659,67,70,89,HSV grid sampling
5420,rainbow,น้ำเงิน,blue,200,260,207.826,0.4,0.35,#364959,54,73,89,HSV grid sampling
5421,rainbow,น้ำเงิน,blue,200,260,249.565,0.7,0.65,#4432A6,68,50,166,HSV grid sampling
5422,rainbow,น้ำเงิน,blue,200,260,236.522,0.7,0.65,#3238A6,50,56,166,HSV grid sampling
5423,rainbow,น้ำเงิน,blue,200,260,205.217,0.85,0.45,#114A73,17,74,115,HSV grid sampling
5424,rainbow,น้ำเงิน,blue,200,260,223.478,0.55,0.45,#344573,52,69,115,HSV grid sampling
5425,rainbow,น้ำเงิน,blue,200,260,260,0.25,0.35,#4A4359,74,67,89,HSV grid sampling
5426,rainbow,น้ำเงิน,blue,200,260,257.391,0.85,0.75,#4C1DBF,76,29,191,HSV grid sampling
5427,rainbow,น้ำเงิน,blue,200,260,233.913,0.25,0.35,#434559,67,69,89,HSV grid sampling
5428,rainbow,น้ำเงิน,blue,200,260,226.087,0.7,0.55,#2A418C,42,65,140,HSV grid sampling
5429,rainbow,น้ำเงิน,blue,200,260,257.391,0.25,0.35,#494359,73,67,89,HSV grid sampling
5430,rainbow,น้ำเงิน,blue,200,260,254.783,0.25,0.35,#484359,72,67,89,HSV grid sampling
5431,rainbow,น้ำเงิน,blue,200,260,246.957,0.7,0.65,#3F32A6,63,50,166,HSV grid sampling
5432,rainbow,น้ำเงิน,blue,200,260,213.043,0.7,0.45,#224773,34,71,115,HSV grid sampling
5433,rainbow,น้ำเงิน,blue,200,260,252.174,0.25,0.35,#474359,71,67,89,HSV grid sampling
5434,rainbow,น้ำเงิน,blue,200,260,236.522,0.25,0.35,#434459,67,68,89,HSV grid sampling
5435,rainbow,น้ำเงิน,blue,200,260,246.957,0.25,0.35,#464359,70,67,89,HSV grid sampling
5436,rainbow,น้ำเงิน,blue,200,260,249.565,0.25,0.35,#464359,70,67,89,HSV grid sampling
5437,rainbow,น้ำเงิน,blue,200,260,210.435,0.4,0.35,#364759,54,71,89,HSV grid sampling
5438,rainbow,น้ำเงิน,blue,200,260,244.348,0.25,0.35,#454359,69,67,89,HSV grid sampling
5439,rainbow,น้ำเงิน,blue,200,260,226.087,0.85,0.65,#193AA6,25,58,166,HSV grid sampling
5440,rainbow,น้ำเงิน,blue,200,260,241.739,0.25,0.35,#444359,68,67,89,HSV grid sampling
5441,rainbow,น้ำเงิน,blue,200,260,200,0.55,0.35,#284959,40,73,89,HSV grid sampling
5442,rainbow,น้ำเงิน,blue,200,260,244.348,0.7,0.65,#3A32A6,58,50,166,HSV grid sampling
5443,rainbow,น้ำเงิน,blue,200,260,239.13,0.25,0.35,#434359,67,67,89,HSV grid sampling
5444,rainbow,น้ำเงิน,blue,200,260,254.783,0.85,0.75,#451DBF,69,29,191,HSV grid sampling
5445,rainbow,น้ำเงิน,blue,200,260,233.913,0.85,0.75,#1D2DBF,29,45,191,HSV grid sampling
5446,rainbow,น้ำเงิน,blue,200,260,213.043,0.4,0.35,#364659,54,70,89,HSV grid sampling
5447,rainbow,น้ำเงิน,blue,200,260,226.087,0.55,0.45,#344273,52,66,115,HSV grid sampling
5448,rainbow,น้ำเงิน,blue,200,260,239.13,0.7,0.65,#3233A6,50,51,166,HSV grid sampling
5449,rainbow,น้ำเงิน,blue,200,260,241.739,0.7,0.65,#3532A6,53,50,166,HSV grid sampling
5450,rainbow,น้ำเงิน,blue,200,260,207.826,0.85,0.45,#114673,17,70,115,HSV grid sampling
5451,rainbow,น้ำเงิน,blue,200,260,228.696,0.7,0.55,#2A3D8C,42,61,140,HSV grid sampling
5452,rainbow,น้ำเงิน,blue,200,260,218.261,0.85,0.55,#15408C,21,64,140,HSV grid sampling
5453,rainbow,น้ำเงิน,blue,200,260,202.609,0.55,0.35,#284759,40,71,89,HSV grid sampling
5454,rainbow,น้ำเงิน,blue,200,260,252.174,0.85,0.75,#3E1DBF,62,29,191,HSV grid sampling
5455,rainbow,น้ำเงิน,blue,200,260,215.652,0.4,0.35,#364459,54,68,89,HSV grid sampling
5456,rainbow,น้ำเงิน,blue,200,260,228.696,0.55,0.45,#344073,52,64,115,HSV grid sampling
5457,rainbow,น้ำเงิน,blue,200,260,215.652,0.7,0.45,#224373,34,67,115,HSV grid sampling
5458,rainbow,น้ำเงิน,blue,200,260,249.565,0.85,0.75,#371DBF,55,29,191,HSV grid sampling
5459,rainbow,น้ำเงิน,blue,200,260,205.217,0.55,0.35,#284559,40,69,89,HSV grid sampling
5460,rainbow,น้ำเงิน,blue,200,260,236.522,0.85,0.75,#1D26BF,29,38,191,HSV grid sampling
5461,rainbow,น้ำเงิน,blue,200,260,218.261,0.4,0.35,#364259,54,66,89,HSV grid sampling
5462,rainbow,น้ำเงิน,blue,200,260,228.696,0.85,0.65,#1933A6,25,51,166,HSV grid sampling
5463,rainbow,น้ำเงิน,blue,200,260,231.304,0.55,0.45,#343D73,52,61,115,HSV grid sampling
5464,rainbow,น้ำเงิน,blue,200,260,220.87,0.4,0.35,#364159,54,65,89,HSV grid sampling
5465,rainbow,น้ำเงิน,blue,200,260,246.957,0.85,0.75,#301DBF,48,29,191,HSV grid sampling
5466,rainbow,น้ำเงิน,blue,200,260,218.261,0.7,0.45,#224073,34,64,115,HSV grid sampling
5467,rainbow,น้ำเงิน,blue,200,260,231.304,0.7,0.55,#2A388C,42,56,140,HSV grid sampling
5468,rainbow,น้ำเงิน,blue,200,260,220.87,0.85,0.55,#153B8C,21,59,140,HSV grid sampling
5469,rainbow,น้ำเงิน,blue,200,260,210.435,0.85,0.45,#114173,17,65,115,HSV grid sampling
5470,rainbow,น้ำเงิน,blue,200,260,260,0.55,0.45,#493473,73,52,115,HSV grid sampling
5471,rainbow,น้ำเงิน,blue,200,260,244.348,0.85,0.75,#281DBF,40,29,191,HSV grid sampling
5472,rainbow,น้ำเงิน,blue,200,260,200,0.7,0.35,#1B4459,27,68,89,HSV grid sampling
5473,rainbow,น้ำเงิน,blue,200,260,207.826,0.55,0.35,#284259,40,66,89,HSV grid sampling
5474,rainbow,น้ำเงิน,blue,200,260,223.478,0.4,0.35,#363F59,54,63,89,HSV grid sampling
5475,rainbow,น้ำเงิน,blue,200,260,260,0.7,0.55,#4B2A8C,75,42,140,HSV grid sampling
5476,rainbow,น้ำเงิน,blue,200,260,239.13,0.85,0.75,#1D1FBF,29,31,191,HSV grid sampling
5477,rainbow,น้ำเงิน,blue,200,260,257.391,0.55,0.45,#463473,70,52,115,HSV grid sampling
5478,rainbow,น้ำเงิน,blue,200,260,233.913,0.55,0.45,#343A73,52,58,115,HSV grid sampling
5479,rainbow,น้ำเงิน,blue,200,260,241.739,0.85,0.75,#211DBF,33,29,191,HSV grid sampling
5480,rainbow,น้ำเงิน,blue,200,260,226.087,0.4,0.35,#363E59,54,62,89,HSV grid sampling
5481,rainbow,น้ำเงิน,blue,200,260,257.391,0.7,0.55,#472A8C,71,42,140,HSV grid sampling
5482,rainbow,น้ำเงิน,blue,200,260,254.783,0.55,0.45,#433473,67,52,115,HSV grid sampling
5483,rainbow,น้ำเงิน,blue,200,260,202.609,0.7,0.35,#1B4259,27,66,89,HSV grid sampling
5484,rainbow,น้ำเงิน,blue,200,260,233.913,0.7,0.55,#2A348C,42,52,140,HSV grid sampling
5485,rainbow,น้ำเงิน,blue,200,260,210.435,0.55,0.35,#284059,40,64,89,HSV grid sampling
5486,rainbow,น้ำเงิน,blue,200,260,231.304,0.85,0.65,#192DA6,25,45,166,HSV grid sampling
5487,rainbow,น้ำเงิน,blue,200,260,260,0.85,0.65,#4819A6,72,25,166,HSV grid sampling
5488,rainbow,น้ำเงิน,blue,200,260,220.87,0.7,0.45,#223C73,34,60,115,HSV grid sampling
5489,rainbow,น้ำเงิน,blue,200,260,252.174,0.55,0.45,#403473,64,52,115,HSV grid sampling
5490,rainbow,น้ำเงิน,blue,200,260,228.696,0.4,0.35,#363C59,54,60,89,HSV grid sampling
5491,rainbow,น้ำเงิน,blue,200,260,249.565,0.55,0.45,#3E3473,62,52,115,HSV grid sampling
5492,rainbow,น้ำเงิน,blue,200,260,254.783,0.7,0.55,#422A8C,66,42,140,HSV grid sampling
5493,rainbow,น้ำเงิน,blue,200,260,236.522,0.55,0.45,#343773,52,55,115,HSV grid sampling
5494,rainbow,น้ำเงิน,blue,200,260,213.043,0.85,0.45,#113D73,17,61,115,HSV grid sampling
5495,rainbow,น้ำเงิน,blue,200,260,223.478,0.85,0.55,#15368C,21,54,140,HSV grid sampling
5496,rainbow,น้ำเงิน,blue,200,260,231.304,0.4,0.35,#363B59,54,59,89,HSV grid sampling
5497,rainbow,น้ำเงิน,blue,200,260,246.957,0.55,0.45,#3B3473,59,52,115,HSV grid sampling
5498,rainbow,น้ำเงิน,blue,200,260,213.043,0.55,0.35,#283E59,40,62,89,HSV grid sampling
5499,rainbow,น้ำเงิน,blue,200,260,257.391,0.85,0.65,#4219A6,66,25,166,HSV grid sampling
5500,rainbow,น้ำเงิน,blue,200,260,252.174,0.7,0.55,#3E2A8C,62,42,140,HSV grid sampling
5501,rainbow,น้ำเงิน,blue,200,260,244.348,0.55,0.45,#383473,56,52,115,HSV grid sampling
5502,rainbow,น้ำเงิน,blue,200,260,239.13,0.55,0.45,#343573,52,53,115,HSV grid sampling
5503,rainbow,น้ำเงิน,blue,200,260,205.217,0.7,0.35,#1B3F59,27,63,89,HSV grid sampling
5504,rainbow,น้ำเงิน,blue,200,260,223.478,0.7,0.45,#223973,34,57,115,HSV grid sampling
5505,rainbow,น้ำเงิน,blue,200,260,236.522,0.7,0.55,#2A308C,42,48,140,HSV grid sampling
5506,rainbow,น้ำเงิน,blue,200,260,260,0.4,0.35,#413659,65,54,89,HSV grid sampling
5507,rainbow,น้ำเงิน,blue,200,260,200,0.85,0.35,#0D4059,13,64,89,HSV grid sampling
5508,rainbow,น้ำเงิน,blue,200,260,241.739,0.55,0.45,#353473,53,52,115,HSV grid sampling
5509,rainbow,น้ำเงิน,blue,200,260,257.391,0.4,0.35,#403659,64,54,89,HSV grid sampling
5510,rainbow,น้ำเงิน,blue,200,260,249.565,0.7,0.55,#3A2A8C,58,42,140,HSV grid sampling
5511,rainbow,น้ำเงิน,blue,200,260,233.913,0.4,0.35,#363959,54,57,89,HSV grid sampling
5512,rainbow,น้ำเงิน,blue,200,260,233.913,0.85,0.65,#1927A6,25,39,166,HSV grid sampling
5513,rainbow,น้ำเงิน,blue,200,260,254.783,0.85,0.65,#3C19A6,60,25,166,HSV grid sampling
5514,rainbow,น้ำเงิน,blue,200,260,215.652,0.55,0.35,#283C59,40,60,89,HSV grid sampling
5515,rainbow,น้ำเงิน,blue,200,260,254.783,0.4,0.35,#3E3659,62,54,89,HSV grid sampling
5516,rainbow,น้ำเงิน,blue,200,260,252.174,0.4,0.35,#3D3659,61,54,89,HSV grid sampling
5517,rainbow,น้ำเงิน,blue,200,260,236.522,0.4,0.35,#363859,54,56,89,HSV grid sampling
5518,rainbow,น้ำเงิน,blue,200,260,246.957,0.7,0.55,#352A8C,53,42,140,HSV grid sampling
5519,rainbow,น้ำเงิน,blue,200,260,249.565,0.4,0.35,#3B3659,59,54,89,HSV grid sampling
5520,rainbow,น้ำเงิน,blue,200,260,215.652,0.85,0.45,#113973,17,57,115,HSV grid sampling
5521,rainbow,น้ำเงิน,blue,200,260,246.957,0.4,0.35,#3A3659,58,54,89,HSV grid sampling
5522,rainbow,น้ำเงิน,blue,200,260,226.087,0.85,0.55,#15318C,21,49,140,HSV grid sampling
5523,rainbow,น้ำเงิน,blue,200,260,252.174,0.85,0.65,#3519A6,53,25,166,HSV grid sampling
5524,rainbow,น้ำเงิน,blue,200,260,244.348,0.7,0.55,#312A8C,49,42,140,HSV grid sampling
5525,rainbow,น้ำเงิน,blue,200,260,244.348,0.4,0.35,#383659,56,54,89,HSV grid sampling
5526,rainbow,น้ำเงิน,blue,200,260,218.261,0.55,0.35,#283A59,40,58,89,HSV grid sampling
5527,rainbow,น้ำเงิน,blue,200,260,207.826,0.7,0.35,#1B3C59,27,60,89,HSV grid sampling
5528,rainbow,น้ำเงิน,blue,200,260,241.739,0.4,0.35,#373659,55,54,89,HSV grid sampling
5529,rainbow,น้ำเงิน,blue,200,260,202.609,0.85,0.35,#0D3D59,13,61,89,HSV grid sampling
5530,rainbow,น้ำเงิน,blue,200,260,239.13,0.4,0.35,#363659,54,54,89,HSV grid sampling
5531,rainbow,น้ำเงิน,blue,200,260,226.087,0.7,0.45,#223573,34,53,115,HSV grid sampling
5532,rainbow,น้ำเงิน,blue,200,260,239.13,0.7,0.55,#2A2B8C,42,43,140,HSV grid sampling
5533,rainbow,น้ำเงิน,blue,200,260,241.739,0.7,0.55,#2D2A8C,45,42,140,HSV grid sampling
5534,rainbow,น้ำเงิน,blue,200,260,249.565,0.85,0.65,#2F19A6,47,25,166,HSV grid sampling
5535,rainbow,น้ำเงิน,blue,200,260,236.522,0.85,0.65,#1921A6,25,33,166,HSV grid sampling
5536,rainbow,น้ำเงิน,blue,200,260,202.609,0.25,0.25,#303A40,48,58,64,HSV grid sampling
5537,rainbow,น้ำเงิน,blue,200,260,200,0.25,0.25,#303A40,48,58,64,HSV grid sampling
5538,rainbow,น้ำเงิน,blue,200,260,220.87,0.55,0.35,#283859,40,56,89,HSV grid sampling
5539,rainbow,น้ำเงิน,blue,200,260,210.435,0.7,0.35,#1B3A59,27,58,89,HSV grid sampling
5540,rainbow,น้ำเงิน,blue,200,260,205.217,0.25,0.25,#303940,48,57,64,HSV grid sampling
5541,rainbow,น้ำเงิน,blue,200,260,246.957,0.85,0.65,#2919A6,41,25,166,HSV grid sampling
5542,rainbow,น้ำเงิน,blue,200,260,218.261,0.85,0.45,#113573,17,53,115,HSV grid sampling
5543,rainbow,น้ำเงิน,blue,200,260,228.696,0.7,0.45,#223273,34,50,115,HSV grid sampling
5544,rainbow,น้ำเงิน,blue,200,260,207.826,0.25,0.25,#303840,48,56,64,HSV grid sampling
5545,rainbow,น้ำเงิน,blue,200,260,210.435,0.25,0.25,#303840,48,56,64,HSV grid sampling
5546,rainbow,น้ำเงิน,blue,200,260,223.478,0.55,0.35,#283659,40,54,89,HSV grid sampling
5547,rainbow,น้ำเงิน,blue,200,260,244.348,0.85,0.65,#2319A6,35,25,166,HSV grid sampling
5548,rainbow,น้ำเงิน,blue,200,260,228.696,0.85,0.55,#152B8C,21,43,140,HSV grid sampling
5549,rainbow,น้ำเงิน,blue,200,260,239.13,0.85,0.65,#191BA6,25,27,166,HSV grid sampling
5550,rainbow,น้ำเงิน,blue,200,260,205.217,0.85,0.35,#0D3959,13,57,89,HSV grid sampling
5551,rainbow,น้ำเงิน,blue,200,260,213.043,0.25,0.25,#303740,48,55,64,HSV grid sampling
5552,rainbow,น้ำเงิน,blue,200,260,241.739,0.85,0.65,#1D19A6,29,25,166,HSV grid sampling
5553,rainbow,น้ำเงิน,blue,200,260,213.043,0.7,0.35,#1B3759,27,55,89,HSV grid sampling
5554,rainbow,น้ำเงิน,blue,200,260,215.652,0.25,0.25,#303640,48,54,64,HSV grid sampling
5555,rainbow,น้ำเงิน,blue,200,260,218.261,0.25,0.25,#303640,48,54,64,HSV grid sampling
5556,rainbow,น้ำเงิน,blue,200,260,226.087,0.55,0.35,#283459,40,52,89,HSV grid sampling
5557,rainbow,น้ำเงิน,blue,200,260,220.87,0.25,0.25,#303540,48,53,64,HSV grid sampling
5558,rainbow,น้ำเงิน,blue,200,260,231.304,0.7,0.45,#222E73,34,46,115,HSV grid sampling
5559,rainbow,น้ำเงิน,blue,200,260,200,0.4,0.25,#263740,38,55,64,HSV grid sampling
5560,rainbow,น้ำเงิน,blue,200,260,220.87,0.85,0.45,#113073,17,48,115,HSV grid sampling
5561,rainbow,น้ำเงิน,blue,200,260,223.478,0.25,0.25,#303440,48,52,64,HSV grid sampling
5562,rainbow,น้ำเงิน,blue,200,260,226.087,0.25,0.25,#303440,48,52,64,HSV grid sampling
5563,rainbow,น้ำเงิน,blue,200,260,207.826,0.85,0.35,#0D3659,13,54,89,HSV grid sampling
5564,rainbow,น้ำเงิน,blue,200,260,231.304,0.85,0.55,#15268C,21,38,140,HSV grid sampling
5565,rainbow,น้ำเงิน,blue,200,260,260,0.85,0.55,#3D158C,61,21,140,HSV grid sampling
5566,rainbow,น้ำเงิน,blue,200,260,202.609,0.4,0.25,#263640,38,54,64,HSV grid sampling
5567,rainbow,น้ำเงิน,blue,200,260,215.652,0.7,0.35,#1B3459,27,52,89,HSV grid sampling
5568,rainbow,น้ำเงิน,blue,200,260,260,0.7,0.45,#3D2273,61,34,115,HSV grid sampling
5569,rainbow,น้ำเงิน,blue,200,260,228.696,0.55,0.35,#283159,40,49,89,HSV grid sampling
5570,rainbow,น้ำเงิน,blue,200,260,228.696,0.25,0.25,#303340,48,51,64,HSV grid sampling
5571,rainbow,น้ำเงิน,blue,200,260,205.217,0.4,0.25,#263540,38,53,64,HSV grid sampling
5572,rainbow,น้ำเงิน,blue,200,260,233.913,0.7,0.45,#222B73,34,43,115,HSV grid sampling
5573,rainbow,น้ำเงิน,blue,200,260,257.391,0.7,0.45,#3A2273,58,34,115,HSV grid sampling
5574,rainbow,น้ำเงิน,blue,200,260,231.304,0.25,0.25,#303240,48,50,64,HSV grid sampling
5575,rainbow,น้ำเงิน,blue,200,260,257.391,0.85,0.55,#38158C,56,21,140,HSV grid sampling
5576,rainbow,น้ำเงิน,blue,200,260,260,0.25,0.25,#353040,53,48,64,HSV grid sampling
5577,rainbow,น้ำเงิน,blue,200,260,207.826,0.4,0.25,#263440,38,52,64,HSV grid sampling
5578,rainbow,น้ำเงิน,blue,200,260,257.391,0.25,0.25,#343040,52,48,64,HSV grid sampling
5579,rainbow,น้ำเงิน,blue,200,260,254.783,0.25,0.25,#343040,52,48,64,HSV grid sampling
5580,rainbow,น้ำเงิน,blue,200,260,231.304,0.55,0.35,#282F59,40,47,89,HSV grid sampling
5581,rainbow,น้ำเงิน,blue,200,260,233.913,0.25,0.25,#303140,48,49,64,HSV grid sampling
5582,rainbow,น้ำเงิน,blue,200,260,236.522,0.25,0.25,#303140,48,49,64,HSV grid sampling
5583,rainbow,น้ำเงิน,blue,200,260,252.174,0.25,0.25,#333040,51,48,64,HSV grid sampling
5584,rainbow,น้ำเงิน,blue,200,260,210.435,0.85,0.35,#0D3359,13,51,89,HSV grid sampling
5585,rainbow,น้ำเงิน,blue,200,260,254.783,0.7,0.45,#362273,54,34,115,HSV grid sampling
5586,rainbow,น้ำเงิน,blue,200,260,249.565,0.25,0.25,#323040,50,48,64,HSV grid sampling
5587,rainbow,น้ำเงิน,blue,200,260,246.957,0.25,0.25,#323040,50,48,64,HSV grid sampling
5588,rainbow,น้ำเงิน,blue,200,260,223.478,0.85,0.45,#112C73,17,44,115,HSV grid sampling
5589,rainbow,น้ำเงิน,blue,200,260,218.261,0.7,0.35,#1B3159,27,49,89,HSV grid sampling
5590,rainbow,น้ำเงิน,blue,200,260,210.435,0.4,0.25,#263340,38,51,64,HSV grid sampling
5591,rainbow,น้ำเงิน,blue,200,260,233.913,0.85,0.55,#15218C,21,33,140,HSV grid sampling
5592,rainbow,น้ำเงิน,blue,200,260,244.348,0.25,0.25,#313040,49,48,64,HSV grid sampling
5593,rainbow,น้ำเงิน,blue,200,260,239.13,0.25,0.25,#303040,48,48,64,HSV grid sampling
5594,rainbow,น้ำเงิน,blue,200,260,241.739,0.25,0.25,#303040,48,48,64,HSV grid sampling
5595,rainbow,น้ำเงิน,blue,200,260,260,0.55,0.35,#392859,57,40,89,HSV grid sampling
5596,rainbow,น้ำเงิน,blue,200,260,254.783,0.85,0.55,#32158C,50,21,140,HSV grid sampling
5597,rainbow,น้ำเงิน,blue,200,260,200,0.55,0.25,#1D3440,29,52,64,HSV grid sampling
5598,rainbow,น้ำเงิน,blue,200,260,252.174,0.7,0.45,#332273,51,34,115,HSV grid sampling
5599,rainbow,น้ำเงิน,blue,200,260,213.043,0.4,0.25,#263240,38,50,64,HSV grid sampling
5600,rainbow,น้ำเงิน,blue,200,260,233.913,0.55,0.35,#282D59,40,45,89,HSV grid sampling
5601,rainbow,น้ำเงิน,blue,200,260,236.522,0.7,0.45,#222773,34,39,115,HSV grid sampling
5602,rainbow,น้ำเงิน,blue,200,260,257.391,0.55,0.35,#362859,54,40,89,HSV grid sampling
5603,rainbow,น้ำเงิน,blue,200,260,202.609,0.55,0.25,#1D3340,29,51,64,HSV grid sampling
5604,rainbow,น้ำเงิน,blue,200,260,252.174,0.85,0.55,#2D158C,45,21,140,HSV grid sampling
5605,rainbow,น้ำเงิน,blue,200,260,220.87,0.7,0.35,#1B2F59,27,47,89,HSV grid sampling
5606,rainbow,น้ำเงิน,blue,200,260,249.565,0.7,0.45,#2F2273,47,34,115,HSV grid sampling
5607,rainbow,น้ำเงิน,blue,200,260,215.652,0.4,0.25,#263140,38,49,64,HSV grid sampling
5608,rainbow,น้ำเงิน,blue,200,260,254.783,0.55,0.35,#342859,52,40,89,HSV grid sampling
5609,rainbow,น้ำเงิน,blue,200,260,246.957,0.7,0.45,#2C2273,44,34,115,HSV grid sampling
5610,rainbow,น้ำเงิน,blue,200,260,252.174,0.55,0.35,#322859,50,40,89,HSV grid sampling
5611,rainbow,น้ำเงิน,blue,200,260,236.522,0.55,0.35,#282B59,40,43,89,HSV grid sampling
5612,rainbow,น้ำเงิน,blue,200,260,236.522,0.85,0.55,#151C8C,21,28,140,HSV grid sampling
5613,rainbow,น้ำเงิน,blue,200,260,249.565,0.85,0.55,#28158C,40,21,140,HSV grid sampling
5614,rainbow,น้ำเงิน,blue,200,260,226.087,0.85,0.45,#112873,17,40,115,HSV grid sampling
5615,rainbow,น้ำเงิน,blue,200,260,249.565,0.55,0.35,#302859,48,40,89,HSV grid sampling
5616,rainbow,น้ำเงิน,blue,200,260,213.043,0.85,0.35,#0D2F59,13,47,89,HSV grid sampling
5617,rainbow,น้ำเงิน,blue,200,260,239.13,0.7,0.45,#222473,34,36,115,HSV grid sampling
5618,rainbow,น้ำเงิน,blue,200,260,244.348,0.7,0.45,#282273,40,34,115,HSV grid sampling
5619,rainbow,น้ำเงิน,blue,200,260,205.217,0.55,0.25,#1D3140,29,49,64,HSV grid sampling
5620,rainbow,น้ำเงิน,blue,200,260,246.957,0.55,0.35,#2E2859,46,40,89,HSV grid sampling
5621,rainbow,น้ำเงิน,blue,200,260,218.261,0.4,0.25,#262F40,38,47,64,HSV grid sampling
5622,rainbow,น้ำเงิน,blue,200,260,246.957,0.85,0.55,#23158C,35,21,140,HSV grid sampling
5623,rainbow,น้ำเงิน,blue,200,260,241.739,0.7,0.45,#252273,37,34,115,HSV grid sampling
5624,rainbow,น้ำเงิน,blue,200,260,244.348,0.55,0.35,#2C2859,44,40,89,HSV grid sampling
5625,rainbow,น้ำเงิน,blue,200,260,239.13,0.55,0.35,#282959,40,41,89,HSV grid sampling
5626,rainbow,น้ำเงิน,blue,200,260,223.478,0.7,0.35,#1B2C59,27,44,89,HSV grid sampling
5627,rainbow,น้ำเงิน,blue,200,260,220.87,0.4,0.25,#262E40,38,46,64,HSV grid sampling
5628,rainbow,น้ำเงิน,blue,200,260,241.739,0.55,0.35,#2A2859,42,40,89,HSV grid sampling
5629,rainbow,น้ำเงิน,blue,200,260,244.348,0.85,0.55,#1E158C,30,21,140,HSV grid sampling
5630,rainbow,น้ำเงิน,blue,200,260,200,0.7,0.25,#133140,19,49,64,HSV grid sampling
