index,group,color_th,color_en,hue_range_start_deg,hue_range_end_deg,h_deg,s,v,hex,r,g,b,method
1,rainbow,แดง,red,350,20,20,0.25,0.95,#F2CAB6,242,202,182,HSV grid sampling
2,rainbow,แดง,red,350,20,18.667,0.25,0.95,#F2C9B6,242,201,182,HSV grid sampling
3,rainbow,แดง,red,350,20,17.333,0.25,0.95,#F2C7B6,242,199,182,HSV grid sampling
4,rainbow,แดง,red,350,20,16,0.25,0.95,#F2C6B6,242,198,182,HSV grid sampling
5,rainbow,แดง,red,350,20,14.667,0.25,0.95,#F2C4B6,242,196,182,HSV grid sampling
6,rainbow,แดง,red,350,20,13.333,0.25,0.95,#F2C3B6,242,195,182,HSV grid sampling
7,rainbow,แดง,red,350,20,12,0.25,0.95,#F2C2B6,242,194,182,HSV grid sampling
8,rainbow,แดง,red,350,20,10.667,0.25,0.95,#F2C0B6,242,192,182,HSV grid sampling
9,rainbow,แดง,red,350,20,9.333,0.25,0.95,#F2BFB6,242,191,182,HSV grid sampling
10,rainbow,แดง,red,350,20,8,0.25,0.95,#F2BEB6,242,190,182,HSV grid sampling
11,rainbow,แดง,red,350,20,6.667,0.25,0.95,#F2BCB6,242,188,182,HSV grid sampling
12,rainbow,แดง,red,350,20,5.333,0.25,0.95,#F2BBB6,242,187,182,HSV grid sampling
13,rainbow,แดง,red,350,20,4,0.25,0.95,#F2BAB6,242,186,182,HSV grid sampling
14,rainbow,แดง,red,350,20,2.667,0.25,0.95,#F2B8B6,242,184,182,HSV grid sampling
15,rainbow,แดง,red,350,20,350,0.25,0.95,#F2B6C0,242,182,192,HSV grid sampling
16,rainbow,แดง,red,350,20,1.333,0.25,0.95,#F2B7B6,242,183,182,HSV grid sampling
17,rainbow,แดง,red,350,20,351.428,0.25,0.95,#F2B6BE,242,182,190,HSV grid sampling
18,rainbow,แดง,red,350,20,352.857,0.25,0.95,#F2B6BD,242,182,189,HSV grid sampling
19,rainbow,แดง,red,350,20,354.285,0.25,0.95,#F2B6BB,242,182,187,HSV grid sampling
20,rainbow,แดง,red,350,20,355.714,0.25,0.95,#F2B6BA,242,182,186,HSV grid sampling
21,rainbow,แดง,red,350,20,357.142,0.25,0.95,#F2B6B9,242,182,185,HSV grid sampling
22,rainbow,แดง,red,350,20,358.571,0.25,0.95,#F2B6B7,242,182,183,HSV grid sampling
23,rainbow,แดง,red,350,20,359.999,0.25,0.95,#F2B6B6,242,182,182,HSV grid sampling
24,rainbow,แดง,red,350,20,0,0.25,0.95,#F2B6B6,242,182,182,HSV grid sampling
25,rainbow,แดง,red,350,20,20,0.4,0.95,#F2B291,242,178,145,HSV grid sampling
26,rainbow,แดง,red,350,20,18.667,0.4,0.95,#F2AF91,242,175,145,HSV grid sampling
27,rainbow,แดง,red,350,20,17.333,0.4,0.95,#F2AD91,242,173,145,HSV grid sampling
28,rainbow,แดง,red,350,20,20,0.25,0.85,#D9B5A3,217,181,163,HSV grid sampling
29,rainbow,แดง,red,350,20,16,0.4,0.95,#F2AB91,242,171,145,HSV grid sampling
30,rainbow,แดง,red,350,20,18.667,0.25,0.85,#D9B3A3,217,179,163,HSV grid sampling
31,rainbow,แดง,red,350,20,14.667,0.4,0.95,#F2A991,242,169,145,HSV grid sampling
32,rainbow,แดง,red,350,20,17.333,0.25,0.85,#D9B2A3,217,178,163,HSV grid sampling
33,rainbow,แดง,red,350,20,16,0.25,0.85,#D9B1A3,217,177,163,HSV grid sampling
34,rainbow,แดง,red,350,20,13.333,0.4,0.95,#F2A791,242,167,145,HSV grid sampling
35,rainbow,แดง,red,350,20,14.667,0.25,0.85,#D9B0A3,217,176,163,HSV grid sampling
36,rainbow,แดง,red,350,20,13.333,0.25,0.85,#D9AFA3,217,175,163,HSV grid sampling
37,rainbow,แดง,red,350,20,12,0.4,0.95,#F2A591,242,165,145,HSV grid sampling
38,rainbow,แดง,red,350,20,12,0.25,0.85,#D9ADA3,217,173,163,HSV grid sampling
39,rainbow,แดง,red,350,20,10.667,0.4,0.95,#F2A391,242,163,145,HSV grid sampling
40,rainbow,แดง,red,350,20,10.667,0.25,0.85,#D9ACA3,217,172,163,HSV grid sampling
41,rainbow,แดง,red,350,20,9.333,0.25,0.85,#D9ABA3,217,171,163,HSV grid sampling
42,rainbow,แดง,red,350,20,8,0.25,0.85,#D9AAA3,217,170,163,HSV grid sampling
43,rainbow,แดง,red,350,20,9.333,0.4,0.95,#F2A091,242,160,145,HSV grid sampling
44,rainbow,แดง,red,350,20,6.667,0.25,0.85,#D9A9A3,217,169,163,HSV grid sampling
45,rainbow,แดง,red,350,20,8,0.4,0.95,#F29E91,242,158,145,HSV grid sampling
46,rainbow,แดง,red,350,20,5.333,0.25,0.85,#D9A7A3,217,167,163,HSV grid sampling
47,rainbow,แดง,red,350,20,6.667,0.4,0.95,#F29C91,242,156,145,HSV grid sampling
48,rainbow,แดง,red,350,20,4,0.25,0.85,#D9A6A3,217,166,163,HSV grid sampling
49,rainbow,แดง,red,350,20,2.667,0.25,0.85,#D9A5A3,217,165,163,HSV grid sampling
50,rainbow,แดง,red,350,20,5.333,0.4,0.95,#F29A91,242,154,145,HSV grid sampling
51,rainbow,แดง,red,350,20,1.333,0.25,0.85,#D9A4A3,217,164,163,HSV grid sampling
52,rainbow,แดง,red,350,20,350,0.25,0.85,#D9A3AC,217,163,172,HSV grid sampling
53,rainbow,แดง,red,350,20,351.428,0.25,0.85,#D9A3AA,217,163,170,HSV grid sampling
54,rainbow,แดง,red,350,20,352.857,0.25,0.85,#D9A3A9,217,163,169,HSV grid sampling
55,rainbow,แดง,red,350,20,354.285,0.25,0.85,#D9A3A8,217,163,168,HSV grid sampling
56,rainbow,แดง,red,350,20,355.714,0.25,0.85,#D9A3A6,217,163,166,HSV grid sampling
57,rainbow,แดง,red,350,20,357.142,0.25,0.85,#D9A3A5,217,163,165,HSV grid sampling
58,rainbow,แดง,red,350,20,358.571,0.25,0.85,#D9A3A4,217,163,164,HSV grid sampling
59,rainbow,แดง,red,350,20,0,0.25,0.85,#D9A3A3,217,163,163,HSV grid sampling
60,rainbow,แดง,red,350,20,359.999,0.25,0.85,#D9A3A3,217,163,163,HSV grid sampling
61,rainbow,แดง,red,350,20,4,0.4,0.95,#F29891,242,152,145,HSV grid sampling
62,rainbow,แดง,red,350,20,20,0.55,0.95,#F2996D,242,153,109,HSV grid sampling
63,rainbow,แดง,red,350,20,2.667,0.4,0.95,#F29691,242,150,145,HSV grid sampling
64,rainbow,แดง,red,350,20,1.333,0.4,0.95,#F29491,242,148,145,HSV grid sampling
65,rainbow,แดง,red,350,20,18.667,0.55,0.95,#F2966D,242,150,109,HSV grid sampling
66,rainbow,แดง,red,350,20,350,0.4,0.95,#F291A2,242,145,162,HSV grid sampling
67,rainbow,แดง,red,350,20,351.428,0.4,0.95,#F2919F,242,145,159,HSV grid sampling
68,rainbow,แดง,red,350,20,352.857,0.4,0.95,#F2919D,242,145,157,HSV grid sampling
69,rainbow,แดง,red,350,20,354.285,0.4,0.95,#F2919B,242,145,155,HSV grid sampling
70,rainbow,แดง,red,350,20,355.714,0.4,0.95,#F29198,242,145,152,HSV grid sampling
71,rainbow,แดง,red,350,20,357.142,0.4,0.95,#F29196,242,145,150,HSV grid sampling
72,rainbow,แดง,red,350,20,358.571,0.4,0.95,#F29194,242,145,148,HSV grid sampling
73,rainbow,แดง,red,350,20,0,0.4,0.95,#F29191,242,145,145,HSV grid sampling
74,rainbow,แดง,red,350,20,359.999,0.4,0.95,#F29191,242,145,145,HSV grid sampling
75,rainbow,แดง,red,350,20,17.333,0.55,0.95,#F2946D,242,148,109,HSV grid sampling
76,rainbow,แดง,red,350,20,20,0.4,0.85,#D99F82,217,159,130,HSV grid sampling
77,rainbow,แดง,red,350,20,18.667,0.4,0.85,#D99D82,217,157,130,HSV grid sampling
78,rainbow,แดง,red,350,20,16,0.55,0.95,#F2916D,242,145,109,HSV grid sampling
79,rainbow,แดง,red,350,20,17.333,0.4,0.85,#D99B82,217,155,130,HSV grid sampling
80,rainbow,แดง,red,350,20,14.667,0.55,0.95,#F28E6D,242,142,109,HSV grid sampling
81,rainbow,แดง,red,350,20,16,0.4,0.85,#D99982,217,153,130,HSV grid sampling
82,rainbow,แดง,red,350,20,14.667,0.4,0.85,#D99782,217,151,130,HSV grid sampling
83,rainbow,แดง,red,350,20,13.333,0.55,0.95,#F28B6D,242,139,109,HSV grid sampling
84,rainbow,แดง,red,350,20,13.333,0.4,0.85,#D99582,217,149,130,HSV grid sampling
85,rainbow,แดง,red,350,20,20,0.25,0.75,#BF9F8F,191,159,143,HSV grid sampling
86,rainbow,แดง,red,350,20,12,0.55,0.95,#F2886D,242,136,109,HSV grid sampling
87,rainbow,แดง,red,350,20,18.667,0.25,0.75,#BF9E8F,191,158,143,HSV grid sampling
88,rainbow,แดง,red,350,20,12,0.4,0.85,#D99382,217,147,130,HSV grid sampling
89,rainbow,แดง,red,350,20,17.333,0.25,0.75,#BF9D8F,191,157,143,HSV grid sampling
90,rainbow,แดง,red,350,20,16,0.25,0.75,#BF9C8F,191,156,143,HSV grid sampling
91,rainbow,แดง,red,350,20,10.667,0.55,0.95,#F2856D,242,133,109,HSV grid sampling
92,rainbow,แดง,red,350,20,10.667,0.4,0.85,#D99182,217,145,130,HSV grid sampling
93,rainbow,แดง,red,350,20,14.667,0.25,0.75,#BF9B8F,191,155,143,HSV grid sampling
94,rainbow,แดง,red,350,20,9.333,0.4,0.85,#D99082,217,144,130,HSV grid sampling
95,rainbow,แดง,red,350,20,13.333,0.25,0.75,#BF9A8F,191,154,143,HSV grid sampling
96,rainbow,แดง,red,350,20,9.333,0.55,0.95,#F2826D,242,130,109,HSV grid sampling
97,rainbow,แดง,red,350,20,12,0.25,0.75,#BF998F,191,153,143,HSV grid sampling
98,rainbow,แดง,red,350,20,8,0.4,0.85,#D98E82,217,142,130,HSV grid sampling
99,rainbow,แดง,red,350,20,10.667,0.25,0.75,#BF988F,191,152,143,HSV grid sampling
100,rainbow,แดง,red,350,20,9.333,0.25,0.75,#BF978F,191,151,143,HSV grid sampling
101,rainbow,แดง,red,350,20,8,0.55,0.95,#F27F6D,242,127,109,HSV grid sampling
102,rainbow,แดง,red,350,20,6.667,0.4,0.85,#D98C82,217,140,130,HSV grid sampling
103,rainbow,แดง,red,350,20,20,0.7,0.95,#F28149,242,129,73,HSV grid sampling
104,rainbow,แดง,red,350,20,8,0.25,0.75,#BF968F,191,150,143,HSV grid sampling
105,rainbow,แดง,red,350,20,6.667,0.25,0.75,#BF958F,191,149,143,HSV grid sampling
106,rainbow,แดง,red,350,20,5.333,0.4,0.85,#D98A82,217,138,130,HSV grid sampling
107,rainbow,แดง,red,350,20,6.667,0.55,0.95,#F27C6D,242,124,109,HSV grid sampling
108,rainbow,แดง,red,350,20,5.333,0.25,0.75,#BF948F,191,148,143,HSV grid sampling
109,rainbow,แดง,red,350,20,18.667,0.7,0.95,#F27D49,242,125,73,HSV grid sampling
110,rainbow,แดง,red,350,20,4,0.4,0.85,#D98882,217,136,130,HSV grid sampling
111,rainbow,แดง,red,350,20,4,0.25,0.75,#BF938F,191,147,143,HSV grid sampling
112,rainbow,แดง,red,350,20,5.333,0.55,0.95,#F2796D,242,121,109,HSV grid sampling
113,rainbow,แดง,red,350,20,2.667,0.25,0.75,#BF928F,191,146,143,HSV grid sampling
114,rainbow,แดง,red,350,20,20,0.55,0.85,#D98962,217,137,98,HSV grid sampling
115,rainbow,แดง,red,350,20,2.667,0.4,0.85,#D98682,217,134,130,HSV grid sampling
116,rainbow,แดง,red,350,20,17.333,0.7,0.95,#F27A49,242,122,73,HSV grid sampling
117,rainbow,แดง,red,350,20,1.333,0.25,0.75,#BF908F,191,144,143,HSV grid sampling
118,rainbow,แดง,red,350,20,18.667,0.55,0.85,#D98762,217,135,98,HSV grid sampling
119,rainbow,แดง,red,350,20,350,0.25,0.75,#BF8F97,191,143,151,HSV grid sampling
120,rainbow,แดง,red,350,20,4,0.55,0.95,#F2766D,242,118,109,HSV grid sampling
121,rainbow,แดง,red,350,20,351.428,0.25,0.75,#BF8F96,191,143,150,HSV grid sampling
122,rainbow,แดง,red,350,20,352.857,0.25,0.75,#BF8F95,191,143,149,HSV grid sampling
123,rainbow,แดง,red,350,20,1.333,0.4,0.85,#D98482,217,132,130,HSV grid sampling
124,rainbow,แดง,red,350,20,354.285,0.25,0.75,#BF8F94,191,143,148,HSV grid sampling
125,rainbow,แดง,red,350,20,355.714,0.25,0.75,#BF8F93,191,143,147,HSV grid sampling
126,rainbow,แดง,red,350,20,357.142,0.25,0.75,#BF8F92,191,143,146,HSV grid sampling
127,rainbow,แดง,red,350,20,358.571,0.25,0.75,#BF8F91,191,143,145,HSV grid sampling
128,rainbow,แดง,red,350,20,350,0.4,0.85,#D98291,217,130,145,HSV grid sampling
129,rainbow,แดง,red,350,20,359.999,0.25,0.75,#BF8F8F,191,143,143,HSV grid sampling
130,rainbow,แดง,red,350,20,0,0.25,0.75,#BF8F8F,191,143,143,HSV grid sampling
131,rainbow,แดง,red,350,20,351.428,0.4,0.85,#D9828E,217,130,142,HSV grid sampling
132,rainbow,แดง,red,350,20,352.857,0.4,0.85,#D9828C,217,130,140,HSV grid sampling
133,rainbow,แดง,red,350,20,354.285,0.4,0.85,#D9828A,217,130,138,HSV grid sampling
134,rainbow,แดง,red,350,20,355.714,0.4,0.85,#D98288,217,130,136,HSV grid sampling
135,rainbow,แดง,red,350,20,357.142,0.4,0.85,#D98286,217,130,134,HSV grid sampling
136,rainbow,แดง,red,350,20,358.571,0.4,0.85,#D98284,217,130,132,HSV grid sampling
137,rainbow,แดง,red,350,20,359.999,0.4,0.85,#D98282,217,130,130,HSV grid sampling
138,rainbow,แดง,red,350,20,0,0.4,0.85,#D98282,217,130,130,HSV grid sampling
139,rainbow,แดง,red,350,20,16,0.7,0.95,#F27649,242,118,73,HSV grid sampling
140,rainbow,แดง,red,350,20,2.667,0.55,0.95,#F2736D,242,115,109,HSV grid sampling
141,rainbow,แดง,red,350,20,17.333,0.55,0.85,#D98462,217,132,98,HSV grid sampling
142,rainbow,แดง,red,350,20,1.333,0.55,0.95,#F2706D,242,112,109,HSV grid sampling
143,rainbow,แดง,red,350,20,350,0.55,0.95,#F26D83,242,109,131,HSV grid sampling
144,rainbow,แดง,red,350,20,14.667,0.7,0.95,#F27249,242,114,73,HSV grid sampling
145,rainbow,แดง,red,350,20,351.428,0.55,0.95,#F26D80,242,109,128,HSV grid sampling
146,rainbow,แดง,red,350,20,16,0.55,0.85,#D98162,217,129,98,HSV grid sampling
147,rainbow,แดง,red,350,20,352.857,0.55,0.95,#F26D7D,242,109,125,HSV grid sampling
148,rainbow,แดง,red,350,20,354.285,0.55,0.95,#F26D7A,242,109,122,HSV grid sampling
149,rainbow,แดง,red,350,20,355.714,0.55,0.95,#F26D77,242,109,119,HSV grid sampling
150,rainbow,แดง,red,350,20,20,0.4,0.75,#BF8C73,191,140,115,HSV grid sampling
151,rainbow,แดง,red,350,20,357.142,0.55,0.95,#F26D73,242,109,115,HSV grid sampling
152,rainbow,แดง,red,350,20,358.571,0.55,0.95,#F26D70,242,109,112,HSV grid sampling
153,rainbow,แดง,red,350,20,359.999,0.55,0.95,#F26D6D,242,109,109,HSV grid sampling
154,rainbow,แดง,red,350,20,0,0.55,0.95,#F26D6D,242,109,109,HSV grid sampling
155,rainbow,แดง,red,350,20,14.667,0.55,0.85,#D97F62,217,127,98,HSV grid sampling
156,rainbow,แดง,red,350,20,18.667,0.4,0.75,#BF8B73,191,139,115,HSV grid sampling
157,rainbow,แดง,red,350,20,13.333,0.7,0.95,#F26E49,242,110,73,HSV grid sampling
158,rainbow,แดง,red,350,20,17.333,0.4,0.75,#BF8973,191,137,115,HSV grid sampling
159,rainbow,แดง,red,350,20,13.333,0.55,0.85,#D97C62,217,124,98,HSV grid sampling
160,rainbow,แดง,red,350,20,12,0.7,0.95,#F26B49,242,107,73,HSV grid sampling
161,rainbow,แดง,red,350,20,16,0.4,0.75,#BF8773,191,135,115,HSV grid sampling
162,rainbow,แดง,red,350,20,12,0.55,0.85,#D97962,217,121,98,HSV grid sampling
163,rainbow,แดง,red,350,20,20,0.85,0.95,#F26924,242,105,36,HSV grid sampling
164,rainbow,แดง,red,350,20,14.667,0.4,0.75,#BF8573,191,133,115,HSV grid sampling
165,rainbow,แดง,red,350,20,10.667,0.7,0.95,#F26749,242,103,73,HSV grid sampling
166,rainbow,แดง,red,350,20,10.667,0.55,0.85,#D97762,217,119,98,HSV grid sampling
167,rainbow,แดง,red,350,20,13.333,0.4,0.75,#BF8473,191,132,115,HSV grid sampling
168,rainbow,แดง,red,350,20,9.333,0.7,0.95,#F26349,242,99,73,HSV grid sampling
169,rainbow,แดง,red,350,20,12,0.4,0.75,#BF8273,191,130,115,HSV grid sampling
170,rainbow,แดง,red,350,20,9.333,0.55,0.85,#D97462,217,116,98,HSV grid sampling
171,rainbow,แดง,red,350,20,18.667,0.85,0.95,#F26424,242,100,36,HSV grid sampling
172,rainbow,แดง,red,350,20,10.667,0.4,0.75,#BF8073,191,128,115,HSV grid sampling
173,rainbow,แดง,red,350,20,20,0.25,0.65,#A68A7C,166,138,124,HSV grid sampling
174,rainbow,แดง,red,350,20,20,0.7,0.85,#D97441,217,116,65,HSV grid sampling
175,rainbow,แดง,red,350,20,8,0.7,0.95,#F25F49,242,95,73,HSV grid sampling
176,rainbow,แดง,red,350,20,9.333,0.4,0.75,#BF7F73,191,127,115,HSV grid sampling
177,rainbow,แดง,red,350,20,18.667,0.25,0.65,#A6897C,166,137,124,HSV grid sampling
178,rainbow,แดง,red,350,20,8,0.55,0.85,#D97162,217,113,98,HSV grid sampling
179,rainbow,แดง,red,350,20,17.333,0.85,0.95,#F26024,242,96,36,HSV grid sampling
180,rainbow,แดง,red,350,20,17.333,0.25,0.65,#A6887C,166,136,124,HSV grid sampling
181,rainbow,แดง,red,350,20,6.667,0.7,0.95,#F25C49,242,92,73,HSV grid sampling
182,rainbow,แดง,red,350,20,6.667,0.55,0.85,#D96F62,217,111,98,HSV grid sampling
183,rainbow,แดง,red,350,20,8,0.4,0.75,#BF7D73,191,125,115,HSV grid sampling
184,rainbow,แดง,red,350,20,16,0.25,0.65,#A6877C,166,135,124,HSV grid sampling
185,rainbow,แดง,red,350,20,18.667,0.7,0.85,#D97041,217,112,65,HSV grid sampling
186,rainbow,แดง,red,350,20,14.667,0.25,0.65,#A6867C,166,134,124,HSV grid sampling
187,rainbow,แดง,red,350,20,13.333,0.25,0.65,#A6867C,166,134,124,HSV grid sampling
188,rainbow,แดง,red,350,20,16,0.85,0.95,#F25B24,242,91,36,HSV grid sampling
189,rainbow,แดง,red,350,20,6.667,0.4,0.75,#BF7B73,191,123,115,HSV grid sampling
190,rainbow,แดง,red,350,20,5.333,0.55,0.85,#D96C62,217,108,98,HSV grid sampling
191,rainbow,แดง,red,350,20,5.333,0.7,0.95,#F25849,242,88,73,HSV grid sampling
192,rainbow,แดง,red,350,20,12,0.25,0.65,#A6857C,166,133,124,HSV grid sampling
193,rainbow,แดง,red,350,20,5.333,0.4,0.75,#BF7A73,191,122,115,HSV grid sampling
194,rainbow,แดง,red,350,20,17.333,0.7,0.85,#D96D41,217,109,65,HSV grid sampling
195,rainbow,แดง,red,350,20,10.667,0.25,0.65,#A6847C,166,132,124,HSV grid sampling
196,rainbow,แดง,red,350,20,14.667,0.85,0.95,#F25724,242,87,36,HSV grid sampling
197,rainbow,แดง,red,350,20,9.333,0.25,0.65,#A6837C,166,131,124,HSV grid sampling
198,rainbow,แดง,red,350,20,4,0.4,0.75,#BF7873,191,120,115,HSV grid sampling
199,rainbow,แดง,red,350,20,4,0.55,0.85,#D96962,217,105,98,HSV grid sampling
200,rainbow,แดง,red,350,20,4,0.7,0.95,#F25449,242,84,73,HSV grid sampling
201,rainbow,แดง,red,350,20,8,0.25,0.65,#A6827C,166,130,124,HSV grid sampling
202,rainbow,แดง,red,350,20,20,0.55,0.75,#BF7956,191,121,86,HSV grid sampling
203,rainbow,แดง,red,350,20,2.667,0.55,0.85,#D96762,217,103,98,HSV grid sampling
204,rainbow,แดง,red,350,20,2.667,0.4,0.75,#BF7673,191,118,115,HSV grid sampling
205,rainbow,แดง,red,350,20,6.667,0.25,0.65,#A6817C,166,129,124,HSV grid sampling
206,rainbow,แดง,red,350,20,16,0.7,0.85,#D96941,217,105,65,HSV grid sampling
207,rainbow,แดง,red,350,20,2.667,0.7,0.95,#F25049,242,80,73,HSV grid sampling
208,rainbow,แดง,red,350,20,13.333,0.85,0.95,#F25224,242,82,36,HSV grid sampling
209,rainbow,แดง,red,350,20,5.333,0.25,0.65,#A6807C,166,128,124,HSV grid sampling
210,rainbow,แดง,red,350,20,18.667,0.55,0.75,#BF7756,191,119,86,HSV grid sampling
211,rainbow,แดง,red,350,20,350,0.4,0.75,#BF7380,191,115,128,HSV grid sampling
212,rainbow,แดง,red,350,20,351.428,0.4,0.75,#BF737E,191,115,126,HSV grid sampling
213,rainbow,แดง,red,350,20,1.333,0.4,0.75,#BF7473,191,116,115,HSV grid sampling
214,rainbow,แดง,red,350,20,352.857,0.4,0.75,#BF737C,191,115,124,HSV grid sampling
215,rainbow,แดง,red,350,20,350,0.55,0.85,#D96275,217,98,117,HSV grid sampling
216,rainbow,แดง,red,350,20,1.333,0.55,0.85,#D96462,217,100,98,HSV grid sampling
217,rainbow,แดง,red,350,20,354.285,0.4,0.75,#BF737A,191,115,122,HSV grid sampling
218,rainbow,แดง,red,350,20,4,0.25,0.65,#A67F7C,166,127,124,HSV grid sampling
219,rainbow,แดง,red,350,20,351.428,0.55,0.85,#D96273,217,98,115,HSV grid sampling
220,rainbow,แดง,red,350,20,355.714,0.4,0.75,#BF7378,191,115,120,HSV grid sampling
221,rainbow,แดง,red,350,20,352.857,0.55,0.85,#D96270,217,98,112,HSV grid sampling
222,rainbow,แดง,red,350,20,357.142,0.4,0.75,#BF7376,191,115,118,HSV grid sampling
223,rainbow,แดง,red,350,20,14.667,0.7,0.85,#D96641,217,102,65,HSV grid sampling
224,rainbow,แดง,red,350,20,358.571,0.4,0.75,#BF7375,191,115,117,HSV grid sampling
225,rainbow,แดง,red,350,20,354.285,0.55,0.85,#D9626D,217,98,109,HSV grid sampling
226,rainbow,แดง,red,350,20,350,0.7,0.95,#F24965,242,73,101,HSV grid sampling
227,rainbow,แดง,red,350,20,0,0.4,0.75,#BF7373,191,115,115,HSV grid sampling
228,rainbow,แดง,red,350,20,359.999,0.4,0.75,#BF7373,191,115,115,HSV grid sampling
229,rainbow,แดง,red,350,20,355.714,0.55,0.85,#D9626A,217,98,106,HSV grid sampling
230,rainbow,แดง,red,350,20,1.333,0.7,0.95,#F24C49,242,76,73,HSV grid sampling
231,rainbow,แดง,red,350,20,351.428,0.7,0.95,#F24961,242,73,97,HSV grid sampling
232,rainbow,แดง,red,350,20,2.667,0.25,0.65,#A67E7C,166,126,124,HSV grid sampling
233,rainbow,แดง,red,350,20,357.142,0.55,0.85,#D96267,217,98,103,HSV grid sampling
234,rainbow,แดง,red,350,20,12,0.85,0.95,#F24E24,242,78,36,HSV grid sampling
235,rainbow,แดง,red,350,20,352.857,0.7,0.95,#F2495D,242,73,93,HSV grid sampling
236,rainbow,แดง,red,350,20,358.571,0.55,0.85,#D96264,217,98,100,HSV grid sampling
237,rainbow,แดง,red,350,20,359.999,0.55,0.85,#D96262,217,98,98,HSV grid sampling
238,rainbow,แดง,red,350,20,0,0.55,0.85,#D96262,217,98,98,HSV grid sampling
239,rainbow,แดง,red,350,20,354.285,0.7,0.95,#F24959,242,73,89,HSV grid sampling
240,rainbow,แดง,red,350,20,355.714,0.7,0.95,#F24955,242,73,85,HSV grid sampling
241,rainbow,แดง,red,350,20,17.333,0.55,0.75,#BF7456,191,116,86,HSV grid sampling
242,rainbow,แดง,red,350,20,357.142,0.7,0.95,#F24951,242,73,81,HSV grid sampling
243,rainbow,แดง,red,350,20,1.333,0.25,0.65,#A67D7C,166,125,124,HSV grid sampling
244,rainbow,แดง,red,350,20,358.571,0.7,0.95,#F2494D,242,73,77,HSV grid sampling
245,rainbow,แดง,red,350,20,350,0.25,0.65,#A67C83,166,124,131,HSV grid sampling
246,rainbow,แดง,red,350,20,351.428,0.25,0.65,#A67C82,166,124,130,HSV grid sampling
247,rainbow,แดง,red,350,20,0,0.7,0.95,#F24949,242,73,73,HSV grid sampling
248,rainbow,แดง,red,350,20,359.999,0.7,0.95,#F24949,242,73,73,HSV grid sampling
249,rainbow,แดง,red,350,20,352.857,0.25,0.65,#A67C81,166,124,129,HSV grid sampling
250,rainbow,แดง,red,350,20,354.285,0.25,0.65,#A67C80,166,124,128,HSV grid sampling
251,rainbow,แดง,red,350,20,13.333,0.7,0.85,#D96341,217,99,65,HSV grid sampling
252,rainbow,แดง,red,350,20,355.714,0.25,0.65,#A67C7F,166,124,127,HSV grid sampling
253,rainbow,แดง,red,350,20,357.142,0.25,0.65,#A67C7E,166,124,126,HSV grid sampling
254,rainbow,แดง,red,350,20,358.571,0.25,0.65,#A67C7D,166,124,125,HSV grid sampling
255,rainbow,แดง,red,350,20,0,0.25,0.65,#A67C7C,166,124,124,HSV grid sampling
256,rainbow,แดง,red,350,20,359.999,0.25,0.65,#A67C7C,166,124,124,HSV grid sampling
257,rainbow,แดง,red,350,20,16,0.55,0.75,#BF7256,191,114,86,HSV grid sampling
258,rainbow,แดง,red,350,20,10.667,0.85,0.95,#F24924,242,73,36,HSV grid sampling
259,rainbow,แดง,red,350,20,14.667,0.55,0.75,#BF7056,191,112,86,HSV grid sampling
260,rainbow,แดง,red,350,20,12,0.7,0.85,#D95F41,217,95,65,HSV grid sampling
261,rainbow,แดง,red,350,20,9.333,0.85,0.95,#F24424,242,68,36,HSV grid sampling
262,rainbow,แดง,red,350,20,20,0.4,0.65,#A67A63,166,122,99,HSV grid sampling
263,rainbow,แดง,red,350,20,20,0.85,0.85,#D95E21,217,94,33,HSV grid sampling
264,rainbow,แดง,red,350,20,10.667,0.7,0.85,#D95C41,217,92,65,HSV grid sampling
265,rainbow,แดง,red,350,20,13.333,0.55,0.75,#BF6D56,191,109,86,HSV grid sampling
266,rainbow,แดง,red,350,20,8,0.85,0.95,#F24024,242,64,36,HSV grid sampling
267,rainbow,แดง,red,350,20,18.667,0.4,0.65,#A67863,166,120,99,HSV grid sampling
268,rainbow,แดง,red,350,20,9.333,0.7,0.85,#D95941,217,89,65,HSV grid sampling
269,rainbow,แดง,red,350,20,12,0.55,0.75,#BF6B56,191,107,86,HSV grid sampling
270,rainbow,แดง,red,350,20,17.333,0.4,0.65,#A67763,166,119,99,HSV grid sampling
271,rainbow,แดง,red,350,20,18.667,0.85,0.85,#D95A21,217,90,33,HSV grid sampling
272,rainbow,แดง,red,350,20,6.667,0.85,0.95,#F23B24,242,59,36,HSV grid sampling
273,rainbow,แดง,red,350,20,10.667,0.55,0.75,#BF6956,191,105,86,HSV grid sampling
274,rainbow,แดง,red,350,20,5.333,0.85,0.95,#F23724,242,55,36,HSV grid sampling
275,rainbow,แดง,red,350,20,16,0.4,0.65,#A67563,166,117,99,HSV grid sampling
276,rainbow,แดง,red,350,20,8,0.7,0.85,#D95541,217,85,65,HSV grid sampling
277,rainbow,แดง,red,350,20,17.333,0.85,0.85,#D95621,217,86,33,HSV grid sampling
278,rainbow,แดง,red,350,20,14.667,0.4,0.65,#A67463,166,116,99,HSV grid sampling
279,rainbow,แดง,red,350,20,4,0.85,0.95,#F23224,242,50,36,HSV grid sampling
280,rainbow,แดง,red,350,20,9.333,0.55,0.75,#BF6656,191,102,86,HSV grid sampling
281,rainbow,แดง,red,350,20,6.667,0.7,0.85,#D95241,217,82,65,HSV grid sampling
